"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"03/21/2023","AQS","320030044","1","0.054","ppm","50","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/22/2023","AQS","320030044","1","0.052","ppm","48","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/23/2023","AQS","320030044","1","0.048","ppm","44","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/24/2023","AQS","320030044","1","0.049","ppm","45","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/25/2023","AQS","320030044","1","0.049","ppm","45","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/26/2023","AQS","320030044","1","0.051","ppm","47","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/27/2023","AQS","320030044","1","0.049","ppm","45","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/28/2023","AQS","320030044","1","0.052","ppm","48","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/29/2023","AQS","320030044","1","0.051","ppm","47","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/30/2023","AQS","320030044","1","0.046","ppm","43","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"03/31/2023","AQS","320030044","1","0.048","ppm","44","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/01/2023","AQS","320030044","1","0.055","ppm","51","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/02/2023","AQS","320030044","1","0.05","ppm","46","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/03/2023","AQS","320030044","1","0.048","ppm","44","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/04/2023","AQS","320030044","1","0.049","ppm","45","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/05/2023","AQS","320030044","1","0.048","ppm","44","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/06/2023","AQS","320030044","1","0.055","ppm","51","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/07/2023","AQS","320030044","1","0.052","ppm","48","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/08/2023","AQS","320030044","1","0.049","ppm","45","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/09/2023","AQS","320030044","1","0.053","ppm","49","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/10/2023","AQS","320030044","1","0.057","ppm","58","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/11/2023","AQS","320030044","1","0.062","ppm","74","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/12/2023","AQS","320030044","1","0.056","ppm","54","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/13/2023","AQS","320030044","1","0.054","ppm","50","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/14/2023","AQS","320030044","1","0.058","ppm","61","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/15/2023","AQS","320030044","1","0.06","ppm","67","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/16/2023","AQS","320030044","1","0.065","ppm","84","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/17/2023","AQS","320030044","1","0.067","ppm","90","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/18/2023","AQS","320030044","1","0.06","ppm","67","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/19/2023","AQS","320030044","1","0.056","ppm","54","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/20/2023","AQS","320030044","1","0.059","ppm","64","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/21/2023","AQS","320030044","1","0.048","ppm","44","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/22/2023","AQS","320030044","1","0.049","ppm","45","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/23/2023","AQS","320030044","1","0.054","ppm","50","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/24/2023","AQS","320030044","1","0.053","ppm","49","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/25/2023","AQS","320030044","1","0.053","ppm","49","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/26/2023","AQS","320030044","1","0.052","ppm","48","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/27/2023","AQS","320030044","1","0.055","ppm","51","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/28/2023","AQS","320030044","1","0.057","ppm","58","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/29/2023","AQS","320030044","1","0.06","ppm","67","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"04/30/2023","AQS","320030044","1","0.063","ppm","77","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/01/2023","AQS","320030044","1","0.061","ppm","71","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/02/2023","AQS","320030044","1","0.055","ppm","51","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/03/2023","AQS","320030044","1","0.053","ppm","49","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/04/2023","AQS","320030044","1","0.049","ppm","45","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/05/2023","AQS","320030044","1","0.046","ppm","43","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/06/2023","AQS","320030044","1","0.05","ppm","46","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/07/2023","AQS","320030044","1","0.05","ppm","46","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/08/2023","AQS","320030044","1","0.057","ppm","58","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/09/2023","AQS","320030044","1","0.064","ppm","80","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/10/2023","AQS","320030044","1","0.057","ppm","58","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/11/2023","AQS","320030044","1","0.062","ppm","74","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/12/2023","AQS","320030044","1","0.059","ppm","64","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/13/2023","AQS","320030044","1","0.063","ppm","77","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/14/2023","AQS","320030044","1","0.06","ppm","67","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/16/2023","AQS","320030044","1","0.069","ppm","97","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/17/2023","AQS","320030044","1","0.07","ppm","100","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/18/2023","AQS","320030044","1","0.069","ppm","97","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/19/2023","AQS","320030044","1","0.067","ppm","90","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/20/2023","AQS","320030044","1","0.063","ppm","77","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/21/2023","AQS","320030044","1","0.067","ppm","90","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/22/2023","AQS","320030044","1","0.063","ppm","77","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/23/2023","AQS","320030044","1","0.062","ppm","74","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/24/2023","AQS","320030044","1","0.063","ppm","77","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/25/2023","AQS","320030044","1","0.06","ppm","67","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/26/2023","AQS","320030044","1","0.064","ppm","80","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/27/2023","AQS","320030044","1","0.068","ppm","93","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/28/2023","AQS","320030044","1","0.07","ppm","100","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/29/2023","AQS","320030044","1","0.066","ppm","87","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/30/2023","AQS","320030044","1","0.061","ppm","71","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"05/31/2023","AQS","320030044","1","0.058","ppm","61","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"06/01/2023","AQS","320030044","1","0.056","ppm","54","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"06/02/2023","AQS","320030044","1","0.06","ppm","67","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"06/03/2023","AQS","320030044","1","0.064","ppm","80","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"06/04/2023","AQS","320030044","1","0.064","ppm","80","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
"06/05/2023","AQS","320030044","1","0.064","ppm","80","Mountains Edge Park","17","100.0000","44201","Ozone","087","29820","Las Vegas-Henderson-Paradise, NV","32","Nevada","003","Clark","36.0047334387416","-115.268516754406"
